Reg. Date,Property Name,Street,Block,Floor,Flat,Price$(M),Build Size(feet),Actual Size(feet),Price/sq.ft,Building age(year),Type
2019-11-15,豐盛居,PO ON RD,,15,B,13.2,,,,12.0,ASSIGN
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,PRO-ASP
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,D,7.26,,,,,ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,E,8.07,,,,,ASP
2019-11-15,WAI PONT HSE,WONG CHUK ST,,3,A,4.35,382.0,,11387.0,40.0,ASP
2019-11-15,MAY BONG MANS,SAI YEUNG CHOI ST N,,1,A,11.5,,,,33.0,ASSIGN
2019-11-15,WAI PONT HSE,WONG CHUK ST,,3,A,4.35,382.0,,11387.0,40.0,ASP
2019-11-15,MAY BONG MANS,SAI YEUNG CHOI ST N,,1,A,11.5,,,,33.0,ASSIGN
2019-11-15,WAI PONT HSE,WONG CHUK ST,,3,A,4.35,382.0,,11387.0,40.0,ASP
2019-11-15,海柏匯,TUNG CHAU ST,,11,E,5.35,,,,,ASP
2019-11-15,豐盛居,PO ON RD,,15,B,13.2,,,,12.0,ASSIGN
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,PRO-ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,D,7.26,,,,,ASP
2019-11-15,MAY BONG MANS,SAI YEUNG CHOI ST N,,1,A,11.5,,,,33.0,ASSIGN
2019-11-15,KOON KAY MANS,FUK WING ST,,1,04,4.95,,,,57.0,ASSIGN
2019-11-15,KOON KAY MANS,FUK WING ST,,1,04,4.95,,,,57.0,ASSIGN
2019-11-15,海柏匯,TUNG CHAU ST,,11,E,5.35,,,,,ASP
2019-11-15,豐盛居,PO ON RD,,15,B,13.2,,,,12.0,ASSIGN
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,PRO-ASP
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,D,7.26,,,,,ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,E,8.07,,,,,ASP
2019-11-15,WAI PONT HSE,WONG CHUK ST,,3,A,4.35,382.0,,11387.0,40.0,ASP
2019-11-15,SEASIDE SONATA,HAI TAN ST,BLK 03,3,E,8.07,,,,,ASP
2019-11-15,豐盛居,PO ON RD,,15,B,13.2,,,,12.0,ASSIGN
2019-11-15,WAI PONT HSE,WONG CHUK ST,,3,A,4.35,382.0,,11387.0,40.0,ASP
2019-11-15,,WONG CHUK ST,,6,,4.8,,,,,PRO-ASP
2019-11-15,海柏匯,TUNG CHAU ST,,11,E,5.35,,,,,ASP
2019-11-15,KOON KAY MANS,FUK WING ST,,1,04,4.95,,,,57.0,ASSIGN
2019-11-15,MAY BONG MANS,SAI YEUNG CHOI ST N,,1,A,11.5,,,,33.0,ASSIGN
2019-11-18,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASP
2019-11-18,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASP
2019-11-18,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASP
2019-11-18,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASP
2019-11-18,SHING TO BLDG,TAI PO RD,,10,H,3.4,,,,41.0,ASP
2019-11-19,SEASIDE SONATA,HAI TAN ST,BLK 05,07,G,8.56,,505.0,,,ASP
2019-11-20,SEASIDE SONATA,HAI TAN ST,BLK 02,11,D,11.97,,,,,ASP
2019-11-20,333 CHINACHEM PLAZA,CASTLE PEAK RD,,LPL,P171,0.97,,,,24.0,PRE-ASP
2019-11-20,SEASIDE SONATA,HAI TAN ST,BLK 02,15,E,8.31,,,,,ASP
2019-11-20,SEASIDE SONATA,HAI TAN ST,BLK 02,11,E,8.24,,,,,ASP
2019-11-20,WING SHUN BLDG,SHUN NING RD,,03,C,4.3,,,,46.0,ASSIGN
2019-11-20,NAM FONG HSE,NAM CHEONG ST,,03,D,3.9,,,,45.0,ASP
2019-11-20,GARDENIA,SAI YEUNG CHOI ST N,,15,F,7.5,666.0,484.0,11261.0,,ASP
2019-11-20,SEASIDE SONATA,HAI TAN ST,BLK 02,12,C,8.35,,,,,ASP
2019-11-20,FUNG CHENG BLDG,UN CHAU ST,,01,G,3.6,,,,39.0,ASP
2019-11-21,,YEE KUK ST,,01,A,3.8,,,,,ASSIGN
2019-11-21,LUNG ON BLDG,PEI HO ST,,03,B,1.8,,,,53.0,ASP
2019-11-21,HING GA BLDG,TAI NAN ST,,02,C,4.8,521.0,354.0,9213.0,36.0,ASSIGN
2019-11-21,麗翠苑,LAI CHI KOK RD,BLK 02,20,17,1.76,,,,,ASSIGN
2019-11-21,NAM CHEONG CTR,NAM CHEONG ST,,09,B,6.0,,,,25.0,ASSIGN
2019-11-21,,YEE KUK ST,,G,,28.0,,,,,ASSIGN
2019-11-21,麗翠苑,LAI CHI KOK RD,BLK 02,20,17,1.76,,,,,ASSIGN
2019-11-21,LUNG ON BLDG,PEI HO ST,,03,B,1.8,,,,53.0,ASP
2019-11-21,NAM CHEONG CTR,NAM CHEONG ST,,09,B,6.0,,,,25.0,ASSIGN
2019-11-21,HING GA BLDG,TAI NAN ST,,02,C,4.8,521.0,354.0,9213.0,36.0,ASSIGN
2019-11-21,,YEE KUK ST,,01,A,3.8,,,,,ASSIGN
2019-11-21,,YEE KUK ST,,G,,28.0,,,,,ASSIGN
2019-11-22,MERLIN CTR,SHUN NING RD,BLK A,13,05,4.0,,,,35.0,ASP
2019-11-22,HONG FAI BLDG,KWONG SHING ST,BLK B,08,07,3.78,348.0,,10862.0,35.0,ASP
2019-11-22,,APLIU ST,,01,,6.05,,607.0,,56.0,ASP
2019-11-22,FUK SHING BLDG,FUK WA ST,,06,D,3.3,262.0,198.0,12595.0,42.0,ASSIGN
2019-11-22,HONG FAI BLDG,KWONG SHING ST,BLK B,08,07,3.78,348.0,,10862.0,35.0,ASP
2019-11-22,FUK SHING BLDG,FUK WA ST,,06,D,3.3,262.0,198.0,12595.0,42.0,ASSIGN
2019-11-22,,APLIU ST,,01,,6.05,,607.0,,56.0,ASP
2019-11-22,MERLIN CTR,SHUN NING RD,BLK A,13,05,4.0,,,,35.0,ASP
2019-11-27,SUN CHEONG IND BLDG,CHEUNG SHUN ST,,G,G07,4.28,,,,43.0,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,22,C,8.26,,,,,ASP
2019-11-27,,FUK WA ST,,M,,3.7,,,,,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,19,C,7.97,,,,,ASP
2019-11-27,LAI BO GDN,CHEUNG WAH ST,BLK 01,20,F,6.08,577.0,379.0,10537.0,29.0,ASP
2019-11-27,WAI BUN BLDG,PEI HO ST,,06,B,3.78,,,,54.0,ASP
2019-11-27,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASP
2019-11-27,Heya,PO ON RD,BLK 02,22,A,6.3,634,510,9936.0,,ASSIGN
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,03,C,7.77,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,06,C,7.64,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,32,F,8.51,,,,,ASP
2019-11-27,KA TO BLDG,TAI PO RD,,04,B,2.6,,,,41.0,ASP
2019-11-27,FUK SHING BLDG,FUK WA ST,,G,06,13.5,Appr 660,Appr 575,20454.0,42.0,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,18,E,9.27,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,26,C,8.36,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,15,C,8.86,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,31,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,25,C,8.32,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,15,C,8.86,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,26,C,8.36,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,32,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,22,C,8.26,,,,,ASP
2019-11-27,,FUK WA ST,,M,,3.7,,,,,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,19,C,7.97,,,,,ASP
2019-11-27,LAI BO GDN,CHEUNG WAH ST,BLK 01,20,F,6.08,577.0,379.0,10537.0,29.0,ASP
2019-11-27,SUN CHEONG IND BLDG,CHEUNG SHUN ST,,G,G07,4.28,,,,43.0,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,25,C,8.32,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,15,C,8.86,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,26,C,8.36,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,32,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,22,C,8.26,,,,,ASP
2019-11-27,,FUK WA ST,,M,,3.7,,,,,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,19,C,7.97,,,,,ASP
2019-11-27,LAI BO GDN,CHEUNG WAH ST,BLK 01,20,F,6.08,577.0,379.0,10537.0,29.0,ASP
2019-11-27,SUN CHEONG IND BLDG,CHEUNG SHUN ST,,G,G07,4.28,,,,43.0,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,31,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,25,C,8.32,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,26,C,8.36,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,31,F,8.51,,,,,ASP
2019-11-27,MILAN PLACE,YEN CHOW ST,,16,C,5.36,490,321,10938.0,16.0,ASSIGN
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,25,C,8.32,,,,,ASP
2019-11-27,LAI BO GDN,CHEUNG WAH ST,BLK 01,20,F,6.08,577.0,379.0,10537.0,29.0,ASP
2019-11-27,SUN CHEONG IND BLDG,CHEUNG SHUN ST,,G,G07,4.28,,,,43.0,PRO-ASP
2019-11-27,LAI BO GDN,CHEUNG WAH ST,BLK 01,20,F,6.08,577.0,379.0,10537.0,29.0,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,31,F,8.51,,,,,ASP
2019-11-27,丰滙,YEE KUK ST,BLK 03,30,C,6.5,,362,,,ASSIGN
2019-11-27,MILAN PLACE,YEN CHOW ST,,16,C,5.36,490,321,10938.0,16.0,ASSIGN
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,19,C,7.97,,,,,ASP
2019-11-27,WAI BUN BLDG,PEI HO ST,,06,B,3.78,,,,54.0,ASP
2019-11-27,FUK SHING BLDG,FUK WA ST,,G,06,13.5,Appr 660,Appr 575,20454.0,42.0,ASP
2019-11-27,Heya,PO ON RD,BLK 02,22,A,6.3,634,510,9936.0,,ASSIGN
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,03,C,7.77,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,06,C,7.64,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,18,E,9.27,,,,,ASP
2019-11-27,KA TO BLDG,TAI PO RD,,04,B,2.6,,,,41.0,ASP
2019-11-27,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASP
2019-11-27,,FUK WA ST,,M,,3.7,,,,,PRO-ASP
2019-11-27,SUN CHEONG IND BLDG,CHEUNG SHUN ST,,G,G07,4.28,,,,43.0,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,32,F,8.51,,,,,ASP
2019-11-27,丰滙,YEE KUK ST,BLK 03,30,C,6.5,,362,,,ASSIGN
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,15,C,8.86,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,25,C,8.32,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,31,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,15,C,8.86,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,26,C,8.36,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,19,C,7.97,,,,,ASP
2019-11-27,,FUK WA ST,,M,,3.7,,,,,PRO-ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,22,C,8.26,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 02,32,F,8.51,,,,,ASP
2019-11-27,SEASIDE SONATA,HAI TAN ST,BLK 03,22,C,8.26,,,,,ASP
2019-12-04,GARDENIA,SAI YEUNG CHOI ST N,,30,A,1.9,598.0,423.0,3177.0,,ASSIGN
2019-12-04,BILLION PLAZA,CHEUNG YUE ST,,21,D,26.5,,,,18.0,ASP
2019-12-04,GARDENIA,SAI YEUNG CHOI ST N,,30,A,1.9,598.0,423.0,3177.0,,ASSIGN
2019-12-04,FU WAH COURT,PRATAS ST,,03,A,3.98,352.0,275.0,11306.0,36.0,ASP
2019-12-04,GARDENIA,SAI YEUNG CHOI ST N,,30,A,1.9,598.0,423.0,3177.0,,ASSIGN
2019-12-04,CHEONG LEE BLDG,CASTLE PEAK RD,,04,E,3.1,343.0,240.0,9037.0,43.0,ASP
2019-12-04,FU WAH COURT,PRATAS ST,,03,A,3.98,352.0,275.0,11306.0,36.0,ASP
2019-12-04,CHEONG LEE BLDG,CASTLE PEAK RD,,04,E,3.1,343.0,240.0,9037.0,43.0,ASP
2019-12-04,BILLION PLAZA,CHEUNG YUE ST,,21,D,26.5,,,,18.0,ASP
2019-12-04,FU WAH COURT,PRATAS ST,,03,A,3.98,352.0,275.0,11306.0,36.0,ASP
2019-12-04,BILLION PLAZA,CHEUNG YUE ST,,21,D,26.5,,,,18.0,ASP
2019-12-04,CHEONG LEE BLDG,CASTLE PEAK RD,,04,E,3.1,343.0,240.0,9037.0,43.0,ASP
2019-12-05,CHARM CTR,CASTLE PEAK RD,,G,P03,1.6,,,,28.0,ASP
2019-12-05,MONTE CARLTON,TAI PO RD,BLK 07,01,A,11.5,1396.0,1072.0,8237.0,19.0,ASSIGN
2019-12-05,,NAM CHEONG ST,,03,,3.7,,,,,ASSIGN
2019-12-05,,NAM CHEONG ST,,03,,3.7,,,,,ASSIGN
2019-12-05,CHARM CTR,CASTLE PEAK RD,,G,P03,1.6,,,,28.0,ASP
2019-12-05,,APLIU ST,,01,,5.6,,,,,ASSIGN
2019-12-05,CAPITAL BLDG,UN CHAU ST,,12,E,5.88,,,,42.0,MEM-ASP
2019-12-05,,SHEK KIP MEI ST,,G,A,12.98,,,,,ASP
2019-12-05,MONTE CARLTON,TAI PO RD,BLK 07,01,A,11.5,1396.0,1072.0,8237.0,19.0,ASSIGN
2019-12-05,CHARM CTR,CASTLE PEAK RD,,G,P03,1.6,,,,28.0,ASP
2019-12-05,,APLIU ST,,01,,5.6,,,,,ASSIGN
2019-12-05,,SHEK KIP MEI ST,,G,A,12.98,,,,,ASP
2019-12-05,,SHEK KIP MEI ST,,G,A,12.98,,,,,ASP
2019-12-05,CAPITAL BLDG,UN CHAU ST,,12,E,5.88,,,,42.0,MEM-ASP
2019-12-05,CAPITAL BLDG,UN CHAU ST,,12,E,5.88,,,,42.0,MEM-ASP
2019-12-05,,NAM CHEONG ST,,03,,3.7,,,,,ASSIGN
2019-12-05,,APLIU ST,,01,,5.6,,,,,ASSIGN
2019-12-05,MONTE CARLTON,TAI PO RD,BLK 07,01,A,11.5,1396.0,1072.0,8237.0,19.0,ASSIGN
2019-12-06,WAI YIP BLDG,SHEK KIP MEI ST,,4,C,2.88,,,,44.0,ASP
2019-12-06,青薈,CASTLE PEAK RD,,9,A,6.2,,339.0,,,ASP
2019-12-06,,YEE KUK ST,,4,,1.9,,,,,ASP
2019-12-06,KAM HOI MANS,HAI TAN ST,,7,EF,5.0,,,,41.0,MEM-ASP
2019-12-06,SEASIDE SONATA,HAI TAN ST,BLK 02,22,F,8.14,,,,,ASP
2019-12-06,,YEE KUK ST,,4,,1.9,,,,,ASP
2019-12-06,WAI YIP BLDG,SHEK KIP MEI ST,,4,C,2.88,,,,44.0,ASP
2019-12-06,SEASIDE SONATA,HAI TAN ST,BLK 02,22,F,8.14,,,,,ASP
2019-12-06,KAM HOI MANS,HAI TAN ST,,7,EF,5.0,,,,41.0,MEM-ASP
2019-12-06,青薈,CASTLE PEAK RD,,9,A,6.2,,339.0,,,ASP
2019-12-06,SEASIDE SONATA,HAI TAN ST,BLK 02,22,F,8.14,,,,,ASP
2019-12-06,WAI YIP BLDG,SHEK KIP MEI ST,,4,C,2.88,,,,44.0,ASP
2019-12-06,青薈,CASTLE PEAK RD,,9,A,6.2,,339.0,,,ASP
2019-12-06,KAM HOI MANS,HAI TAN ST,,7,EF,5.0,,,,41.0,MEM-ASP
2019-12-06,,YEE KUK ST,,4,,1.9,,,,,ASP
2019-12-09,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,16,14,1.83,,,,,ASSIGN
2019-12-09,GOOD YEAR COURT,SHUN NING RD,,9,B,5.5,611.0,,9001.0,29.0,ASSIGN
2019-12-09,曉悅,FUK WA ST,,26,C,4.29,,316.0,,,ASSIGN
2019-12-09,FUNG YAT COURT,KIU KIANG ST,,7,C,3.9,320.0,,12187.0,24.0,ASP
2019-12-09,FUNG YAT COURT,KIU KIANG ST,,7,C,3.9,320.0,,12187.0,24.0,ASP
2019-12-09,FUNG YAT COURT,KIU KIANG ST,,7,C,3.9,320.0,,12187.0,24.0,ASP
2019-12-09,曉悅,FUK WA ST,,26,C,4.29,,316.0,,,ASSIGN
2019-12-09,GOOD YEAR COURT,SHUN NING RD,,9,B,5.5,611.0,,9001.0,29.0,ASSIGN
2019-12-09,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,16,14,1.83,,,,,ASSIGN
2019-12-09,LEI CHENG UK EST,FAT TSEUNG ST,BLK 02 信義樓,16,14,1.83,,,,,ASSIGN
2019-12-09,GOOD YEAR COURT,SHUN NING RD,,9,B,5.5,611.0,,9001.0,29.0,ASSIGN
2019-12-09,曉悅,FUK WA ST,,26,C,4.29,,316.0,,,ASSIGN
2019-12-09,YEE KOK COURT,CHEUNG SHA WAN RD,BLK C 怡建閣,8,02,6.0,,,,39.0,ASSIGN
2019-12-09,YEE KOK COURT,CHEUNG SHA WAN RD,BLK C 怡建閣,8,02,6.0,,,,39.0,ASSIGN
2019-12-09,YEE KOK COURT,CHEUNG SHA WAN RD,BLK C 怡建閣,8,02,6.0,,,,39.0,ASSIGN
2019-12-11,WING MING BLDG,LAI CHI KOK RD,,10,,4.0,,,,53.0,ASSIGN
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 03,6,J,8.82,,,,,ASP
2019-12-11,豐盛居,PO ON RD,,39,B,16.18,992.0,738.0,16310.0,12.0,ASP
2019-12-11,,FUK WA ST,,4,,1.0,,,,,MEM-ASP
2019-12-11,HONG FAI BLDG,KWONG SHING ST,BLK B,23,04,3.79,316.0,,11993.0,35.0,ASSIGN
2019-12-11,LEI CHENG UK EST,FAT TSEUNG ST,BLK 06 廉潔樓,10,11,3.48,,,,,ASSIGN
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 02,8,F,8.11,,,,,ASP
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 02,9,F,8.13,,,,,ASP
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 02,9,B,7.74,,,,,ASP
2019-12-11,喜韻,CASTLE PEAK RD,BLK 01,30,C,8.1,,506.0,,,ASSIGN
2019-12-11,LUNG ON BLDG,PEI HO ST,,4,E,3.89,,,,53.0,ASP
2019-12-11,KOWLOON PLAZA,CASTLE PEAK RD,,7,01,9.05,,,,28.0,ASP
2019-12-11,KAM FAI BLDG,APLIU ST,,8,A,3.56,,275.0,,41.0,ASP
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 05,20,J,9.65,,,,,ASP
2019-12-11,SEASIDE SONATA,HAI TAN ST,BLK 03,6,G,8.67,,,,,ASP
2019-12-12,MAPLE MANS,MAPLE ST,,9,A,3.68,452.0,,8141.0,40.0,ASSIGN
2019-12-12,SEASIDE SONATA,HAI TAN ST,BLK 05,6,J,8.62,,,,,ASP
2019-12-12,SEASIDE SONATA,HAI TAN ST,BLK 02,6,F,7.87,,,,,ASP
2019-12-12,CHARM CTR,CASTLE PEAK RD,,5,02,10.0,,,,28.0,ASP
2019-12-12,SEASIDE SONATA,HAI TAN ST,BLK 05,6,H,8.32,,,,,ASP
2019-12-18,青薈,CASTLE PEAK RD,,23,C,5.09,,226,,,ASSIGN
2019-12-18,YUE WAH BLDG,CHEUNG SHA WAN RD,,08,D,3.98,,,,43.0,ASSIGN
2019-12-18,WING KUT IND BLDG,CASTLE PEAK RD,,05,01,7.0,Appr 1381,Appr 1070,5068.0,37.0,PRE-ASP
2019-12-18,CHUN HING BLDG,PEI HO ST,,07,C,2.6,,,,56.0,ASP
2019-12-18,SEASIDE SONATA,HAI TAN ST,BLK 05,06,A,12.78,,771,,,ASP
2019-12-18,WING LUNG BLDG,CASTLE PEAK RD,,05,P-05,3.68,,,,56.0,ASSIGN
2019-12-18,,KI LUNG ST,,07,,1.4,,,,,ASSIGN
2019-12-18,THE ASCENT,SHUN NING RD,,06,A,6.9,,429,,,ASSIGN
2019-12-18,FUNG YEUNG COURT,KIU KIANG ST,,09,,4.0,,,,,ASSIGN
2019-12-18,FUNG YEUNG COURT,KIU KIANG ST,,09,,4.0,,,,,ASSIGN
2019-12-18,CHUN HING BLDG,PEI HO ST,,07,C,2.6,,,,56.0,ASP
2019-12-18,WING LUNG BLDG,CASTLE PEAK RD,,05,P-05,3.68,,,,56.0,ASSIGN
2019-12-18,SEASIDE SONATA,HAI TAN ST,BLK 05,06,A,12.78,,771,,,ASP
2019-12-18,THE ASCENT,SHUN NING RD,,06,A,6.9,,429,,,ASSIGN
2019-12-18,WING KUT IND BLDG,CASTLE PEAK RD,,05,01,7.0,Appr 1381,Appr 1070,5068.0,37.0,PRE-ASP
2019-12-18,YUE WAH BLDG,CHEUNG SHA WAN RD,,08,D,3.98,,,,43.0,ASSIGN
2019-12-18,青薈,CASTLE PEAK RD,,23,C,5.09,,226,,,ASSIGN
2019-12-18,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,UG,05,0.65,,,,38.0,ASSIGN
2019-12-18,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,UG,05,0.65,,,,38.0,ASSIGN
2019-12-18,FUNG YEUNG COURT,KIU KIANG ST,,09,,4.0,,,,,ASSIGN
2019-12-18,FUNG YEUNG COURT,KIU KIANG ST,,09,,4.0,,,,,ASSIGN
2019-12-18,青薈,CASTLE PEAK RD,,23,C,5.09,,226,,,ASSIGN
2019-12-18,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,UG,05,0.65,,,,38.0,ASSIGN
2019-12-18,CHUN HING BLDG,PEI HO ST,,07,C,2.6,,,,56.0,ASP
2019-12-18,WING LUNG BLDG,CASTLE PEAK RD,,05,P-05,3.68,,,,56.0,ASSIGN
2019-12-18,SEASIDE SONATA,HAI TAN ST,BLK 05,06,A,12.78,,771,,,ASP
2019-12-18,THE ASCENT,SHUN NING RD,,06,A,6.9,,429,,,ASSIGN
2019-12-18,WING KUT IND BLDG,CASTLE PEAK RD,,05,01,7.0,Appr 1381,Appr 1070,5068.0,37.0,PRE-ASP
2019-12-18,YUE WAH BLDG,CHEUNG SHA WAN RD,,08,D,3.98,,,,43.0,ASSIGN
2019-12-18,青薈,CASTLE PEAK RD,,23,C,5.09,,226,,,ASSIGN
2019-12-18,,KI LUNG ST,,07,,1.4,,,,,ASSIGN
2019-12-18,,KI LUNG ST,,07,,1.4,,,,,ASSIGN
2019-12-18,GOLDEN LEAGUE BLDG,CASTLE PEAK RD,,UG,05,0.65,,,,38.0,ASSIGN
2019-12-18,CHUN HING BLDG,PEI HO ST,,07,C,2.6,,,,56.0,ASP
2019-12-18,WING LUNG BLDG,CASTLE PEAK RD,,05,P-05,3.68,,,,56.0,ASSIGN
2019-12-18,SEASIDE SONATA,HAI TAN ST,BLK 05,06,A,12.78,,771,,,ASP
2019-12-18,THE ASCENT,SHUN NING RD,,06,A,6.9,,429,,,ASSIGN
2019-12-18,WING KUT IND BLDG,CASTLE PEAK RD,,05,01,7.0,Appr 1381,Appr 1070,5068.0,37.0,PRE-ASP
2019-12-18,YUE WAH BLDG,CHEUNG SHA WAN RD,,08,D,3.98,,,,43.0,ASSIGN
2019-12-18,,KI LUNG ST,,07,,1.4,,,,,ASSIGN
2019-12-27,,YU CHAU ST,,03,,4.62,,,,,ASSIGN
2019-12-27,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,09,04,1.95,,,,37.0,ASP
2019-12-27,,YU CHAU ST,,03,,4.62,,,,,ASSIGN
2019-12-27,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,09,04,1.95,,,,37.0,ASP
2019-12-27,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,09,03,1.75,,,,37.0,ASP
2019-12-27,CHONG FAT COMM BLDG,CHEUNG SHA WAN RD,,09,03,1.75,,,,37.0,ASP
2019-12-30,SEASIDE SONATA,HAI TAN ST,BLK 02,23,F,8.05,,,,,ASP
2019-12-30,SUN FAIR BLDG,TAI PO RD,,01,E,4.51,,,,45.0,ASP
2019-12-30,,CASTLE PEAK RD,,G,,27.9,,,,,ASP
2019-12-30,KENT PLACE,YEN CHOW ST,,25,A,4.9,432.0,293.0,11342.0,19.0,ASSIGN
2019-12-30,SEASIDE SONATA,HAI TAN ST,BLK 02,22,D,13.27,,,,,ASP
2019-12-30,MAN ON BLDG,LAI CHI KOK RD,,14,,3.85,,,,56.0,ASSIGN
2019-12-30,CHEONG ON HSE,APLIU ST,,G,C,4.4,,,,49.0,MEM-ASP
2019-12-30,CHEONG ON HSE,APLIU ST,,G,C,4.4,,,,49.0,MEM-ASP
2019-12-30,SEASIDE SONATA,HAI TAN ST,BLK 02,22,D,13.27,,,,,ASP
2019-12-30,MAN ON BLDG,LAI CHI KOK RD,,14,,3.85,,,,56.0,ASSIGN
2019-12-30,KENT PLACE,YEN CHOW ST,,25,A,4.9,432.0,293.0,11342.0,19.0,ASSIGN
2019-12-30,,CASTLE PEAK RD,,G,,27.9,,,,,ASP
2019-12-30,SUN FAIR BLDG,TAI PO RD,,01,E,4.51,,,,45.0,ASP
2019-12-30,SEASIDE SONATA,HAI TAN ST,BLK 02,23,F,8.05,,,,,ASP
2020-01-02,SUNLIGHT BLDG,SHUN NING RD,,13,G,6.0,524.0,448.0,11450.0,28.0,ASSIGN
2020-01-02,天悅商場,CASTLE PEAK RD,,01,76,1.95,,,,45.0,ASSIGN
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,21,F,8.01,,,,,ASP
2020-01-02,SEASIDE SONATA,HAI TAN ST,BLK 02,25,F,7.86,,,,,ASP
