Reg. Date,Property Name,Street,Block,Floor,Flat,Price$(M),Build Size(feet),Actual Size(feet),Price/sq.ft,Building age(year),Type
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 03,9,12,2.37,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,14,10,1.76,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,23,10,1.79,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,36,18,2.89,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,6,13,2.33,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,6,8,1.77,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,8,10,1.72,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,10,11,1.68,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,13,8,1.8,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,22,16,1.14,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,23,11,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,12,2.3,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,27,17,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,9,17,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,6,9,1.72,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 03,10,10,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,6,9,1.72,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,10,11,1.68,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,13,8,1.8,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,22,16,1.14,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,23,11,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,12,2.3,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,27,17,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,33,9,1.81,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,33,9,1.81,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 03,10,10,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,9,17,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,10,9,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,36,9,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,21,10,1.78,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,30,10,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,23,11,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,12,2.3,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,27,17,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,9,17,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 03,10,10,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,33,9,1.81,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,6,9,1.72,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,10,11,1.68,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,13,8,1.8,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,22,16,1.14,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,23,11,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,12,2.3,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,27,17,1.82,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 03,10,10,1.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,6,10,1.65,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,12,10,1.75,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,7,9,1.67,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,7,2,2.24,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,34,10,1.8,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,1,2.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,6,18,2.66,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,7,2.46,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,2,2.25,,,,,ASP
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,20,13,2.94,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,1,2.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,7,2,2.24,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,17,6,2.92,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,30,11,2.52,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,1,2.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,30,11,2.52,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,17,6,2.92,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,7,2,2.24,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,34,10,1.8,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,7,9,1.67,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,17,6,2.92,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,30,11,2.52,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,1,2.73,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,20,13,2.94,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,20,13,2.94,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,2,2.25,,,,,ASP
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,7,9,1.67,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,6,18,2.66,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,7,2.46,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,2,2.25,,,,,ASP
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,6,18,2.66,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,7,2.46,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,20,13,2.94,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,17,6,2.92,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,7,2,2.24,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,7,9,1.67,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,21,14,2.39,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,6,18,2.66,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,15,7,2.46,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 04,8,2,2.25,,,,,ASP
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 01,30,11,2.52,,,,,ASSIGN
2019-10-10,麗翠苑,LAI CHI KOK RD,BLK 02,34,10,1.8,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,10,8,1.74,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,34,4,2.44,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,23,4,2.92,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,33,11.0,1.84,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,27,10,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,37,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,15,10,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,30,9,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,10,5,1.15,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,19,13,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,9,8,1.71,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,15,10,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,33,5,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,25,5,1.16,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,14,14,1.12,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,20,5,1.13,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,6,11,1.69,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,24,8,1.86,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,1,15,1.96,,,,,ASSIGN
2019-10-11,TSUNG NGA BLDG,CHEUNG SHA WAN RD,,6,,4.83,,,,53.0,ASP
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,14,10.0,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,8,2.0,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,34,9.0,1.86,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,10.0,1.81,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,8,5.0,1.06,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,14,7,2.46,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,13,3,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,12,13,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,34,5.0,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,6,7.0,2.39,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,18,16,1.12,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,11,14,1.11,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,18,9,1.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,4,11,1.68,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,10,5,1.15,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,30,9,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,33,5,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,37,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,27,10,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,17,1,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,10,8,1.74,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,14,1.1,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,9,8,1.71,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,33,5,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,10,5,1.15,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,30,9,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,15,10,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,37,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,27,10,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,10,8,1.74,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,14,1.1,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,14,1.1,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,28,7,2.49,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,29,11,2.51,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,31,4,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,3,15,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,13,3,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,14,7,2.46,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,17,1,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,19,13,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,23,4,2.92,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,31,4,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,3,15,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,13,14,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,32,8,1.89,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,9,15,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,16,13,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,2,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,7,3,2.19,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,26,7,2.54,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,13,2.34,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,7,3,2.19,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,2,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,16,13,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,28,7,2.49,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,24,12,2.48,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,23,4,2.92,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,19,13,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,12,13,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,13,14,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,32,8,1.89,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,9,15,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,9,8,1.71,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,29,11,2.51,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,5,6,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,2,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,32,14,2.37,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,15,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,14,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,10,2,2.27,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,15,14,2.27,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,3,14,1.07,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,4,12,2.26,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,9,8,1.71,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,14,1.1,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,10,5,1.15,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,37,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,27,10,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,34,4,2.44,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,29,11,2.51,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,28,7,2.49,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,24,12,2.48,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,23,4,2.92,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,19,13,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,17,1,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,14,7,2.46,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,13,3,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,12,13,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,13,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,34,4,2.44,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,13,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,24,12,2.48,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,10,8,1.74,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,15,10,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,30,9,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,10,5,1.15,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,33,5,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,30,9,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,15,10,1.76,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,37,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,27,10,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,13,2.34,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,24,12,2.48,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,28,7,2.49,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,34,4,2.44,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,33,5,1.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,13,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,14,7,2.46,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,13,3,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,12,13,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,13,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,10,8,1.74,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,24,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,9,8,1.71,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,14,1.1,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,17,1,2.75,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,30,1.0,2.84,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,31,4,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,32,8,1.89,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,29,11,2.51,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,31,4,2.43,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,3,15,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,13,14,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,32,8,1.89,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,9,15,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,16,13,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,2,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,7,3,2.19,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,13,2.34,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,26,7,2.54,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,3,14,1.07,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,15,14,2.27,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,10,2,2.27,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,14,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,7,15,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,32,14,2.37,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,3,15,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,13,14,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,2,8,1.65,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,11,1.79,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,24,17,1.79,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,8,1.9,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,13,2.34,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,31,9,1.82,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,6,13,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,4,15,2.17,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,35,11,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,4,12,2.26,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,5,6,2.38,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,34,2,2.3,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,35,8,1.85,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,7,3,2.19,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,22,15,2.41,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,16,13,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,7,3,2.19,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,36,2,2.42,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,16,13,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 01,9,15,2.32,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,13,14,2.25,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 02,3,15,2.23,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 03,20,13,2.34,,,,,ASSIGN
2019-10-11,麗翠苑,LAI CHI KOK RD,BLK 04,31,4,2.43,,,,,ASSIGN
